0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:15:55 -0400] "GET /maven/javax.faces.resource/CheckExercise.js.xhtml?ln=js HTTP/1.1" 200 471
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:15:55 -0400] "GET /maven/javax.faces.resource/theme.css.xhtml?ln=primefaces-aristo HTTP/1.1" 200 24936
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:16:32 -0400] "GET /maven/ HTTP/1.1" 200 9800
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:16:32 -0400] "GET /maven/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 200 385971
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:16:32 -0400] "GET /maven/javax.faces.resource/CheckExercise.css.xhtml?ln=css HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:16:32 -0400] "GET /maven/javax.faces.resource/CheckExercise.js.xhtml?ln=js HTTP/1.1" 200 471
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:16:32 -0400] "GET /maven/javax.faces.resource/theme.css.xhtml?ln=primefaces-aristo HTTP/1.1" 200 24936
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:22 -0400] "GET /maven/ HTTP/1.1" 200 9800
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:22 -0400] "GET /maven/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:22 -0400] "GET /maven/javax.faces.resource/theme.css.xhtml?ln=primefaces-aristo HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:22 -0400] "GET /maven/javax.faces.resource/CheckExercise.css.xhtml?ln=css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:22 -0400] "GET /maven/javax.faces.resource/CheckExercise.js.xhtml?ln=js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:28 -0400] "GET /maven/ HTTP/1.1" 200 9800
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:28 -0400] "GET /maven/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 200 385971
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:28 -0400] "GET /maven/javax.faces.resource/CheckExercise.js.xhtml?ln=js HTTP/1.1" 200 471
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:28 -0400] "GET /maven/javax.faces.resource/CheckExercise.css.xhtml?ln=css HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:17:28 -0400] "GET /maven/javax.faces.resource/theme.css.xhtml?ln=primefaces-aristo HTTP/1.1" 200 24936
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:20:18 -0400] "GET /maven/ HTTP/1.1" 200 9810
0:0:0:0:0:0:0:1 - - [30/Mar/2018:17:20:18 -0400] "GET /maven/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
